project_id	size	size_source	size_simpl	size_simpl_source
mm.domus.NE012	medium	domus	medium	domus
mm.domus.NE013	large	domus	large	domus
mm.domus.NE014	medium	domus	medium	domus
mm.domus.NE015	small	domus	small	domus
mm.domus.NE016	large	domus	large	domus
mm.domus.NE017	medium	visitbritain	medium	visitbritain
mm.domus.NE018	small	domus	small	domus
mm.domus.NE019	small	domus	small	domus
mm.domus.NE020	small	domus	small	domus
mm.domus.NE021	medium	domus	medium	domus
mm.domus.NE022	medium	domus	medium	domus
mm.domus.NE023	large	domus	large	domus
mm.domus.NE024	very_small	domus	small	domus
mm.domus.NE026	very_large	domus	large	domus
mm.domus.NE027	medium	domus	medium	domus
mm.domus.NE028	very_large	domus	large	domus
mm.domus.NE029	medium	domus	medium	domus
mm.domus.NE030	very_large	domus	large	domus
mm.domus.NE031	medium	domus	medium	domus
mm.domus.NE032	very_large	domus	large	domus
mm.domus.NE033	large	domus	large	domus
mm.domus.NE035	very_small	domus	small	domus
mm.domus.NE036	small	domus	small	domus
mm.domus.NE037	small	domus	small	domus
mm.domus.NE038	large	domus	large	domus
mm.domus.NE039	medium	domus	medium	domus
mm.domus.NE040	small	domus	small	domus
mm.domus.NE041	tiny	visitbritain	small	visitbritain
mm.domus.NE042	small	domus	small	domus
mm.domus.NE044	small	domus	small	domus
mm.domus.NE045	unknown	unknown	unknown_sz	unknown
mm.domus.NE046	very_large	domus	large	domus
mm.domus.NE047	small	domus	small	domus
mm.domus.NE048	small	domus	small	domus
mm.domus.NE049	small	visitbritain	small	visitbritain
mm.domus.NE051	very_small	domus	small	domus
mm.domus.NE052	medium	domus	medium	domus
mm.domus.NE053	small	domus	small	domus
mm.domus.NE054	small	domus	small	domus
mm.domus.NE055	very_small	domus	small	domus
mm.domus.NE056	medium	domus	medium	domus
mm.domus.NE057	very_large	domus	large	domus
mm.domus.NE058	medium	domus	medium	domus
mm.domus.NE061	small	domus	small	domus
mm.domus.NE062	small	domus	small	domus
mm.domus.NE063	small	domus	small	domus
mm.domus.NE064	large	visitbritain	large	visitbritain
mm.domus.NE065	small	domus	small	domus
mm.domus.NE066	medium	visitbritain	medium	visitbritain
mm.domus.NE067	small	domus	small	domus
mm.domus.NE068	small	visitbritain	small	visitbritain
mm.domus.NE069	small	domus	small	domus
mm.domus.NE071	large	domus	large	domus
mm.domus.NE072	small	domus	small	domus
mm.domus.NE073	very_large	domus	large	domus
mm.domus.NE074	very_large	domus	large	domus
mm.domus.NE075	very_small	domus	small	domus
mm.domus.NE076	small	domus	small	domus
mm.domus.NE077	small	domus	small	domus
mm.domus.NE078	large	visitbritain	large	visitbritain
mm.domus.NE079	large	ma(fam)	large	ma(fam)
mm.domus.NE080	very_large	ma(fam)	large	ma(fam)
mm.domus.NE081	medium	domus	medium	domus
mm.domus.NE082	small	visitbritain	small	visitbritain
mm.domus.NE083	medium	mm	medium	mm
mm.domus.NI002	medium	domus	medium	domus
mm.domus.NI003	medium	domus	medium	domus
mm.domus.NI004	very_small	domus	small	domus
mm.domus.NI005	small	domus	small	domus
mm.domus.NI006	medium	domus	medium	domus
mm.domus.NI007	tiny	domus	small	domus
mm.domus.NI008	large	domus	large	domus
mm.domus.NI009	small	domus	small	domus
mm.domus.NI010	medium	ma(fam)	medium	ma(fam)
mm.domus.NI011	very_small	domus	small	domus
mm.domus.NI013	medium	domus	medium	domus
mm.domus.NI014	medium	domus	medium	domus
mm.domus.NI015	very_large	domus	large	domus
mm.domus.NI016	very_large	domus	large	domus
mm.domus.NI017	very_large	domus	large	domus
mm.domus.NI018	small	domus	small	domus
mm.domus.NI019	small	domus	small	domus
mm.domus.NI020	small	domus	small	domus
mm.domus.NI021	tiny	domus	small	domus
mm.domus.NI022	very_small	domus	small	domus
mm.domus.NI023	small	domus	small	domus
mm.domus.NI024	medium	nilm(vn)	medium	nilm(vn)
mm.domus.NI025	very_small	nilm(vn)	small	nilm(vn)
mm.domus.NI026	unknown	unknown	unknown_sz	unknown
mm.domus.NI027	medium	nilm(vn)	medium	nilm(vn)
mm.domus.NI028	large	nilm(vn)	large	nilm(vn)
mm.domus.NI029	medium	nilm(vn)	medium	nilm(vn)
mm.domus.NI030	very_small	nilm(vn)	small	nilm(vn)
mm.domus.NI032	medium	ma(fam)	medium	ma(fam)
mm.domus.NI034	unknown	unknown	unknown_sz	unknown
mm.domus.NI035	very_small	nilm(vn)	small	nilm(vn)
mm.domus.NI036	very_small	nilm(vn)	small	nilm(vn)
mm.domus.NI037	small	nilm(vn)	small	nilm(vn)
mm.domus.NI038	small	nilm(vn)	small	nilm(vn)
mm.domus.NW001	medium	domus	medium	domus
mm.domus.NW002	small	domus	small	domus
mm.domus.NW003	small	domus	small	domus
mm.domus.NW004	large	domus	large	domus
mm.domus.NW005	medium	domus	medium	domus
mm.domus.NW006	small	domus	small	domus
mm.domus.NW007	very_small	domus	small	domus
mm.domus.NW008	very_large	domus	large	domus
mm.domus.NW009	medium	domus	medium	domus
mm.domus.NW011	small	domus	small	domus
mm.domus.NW012	small	domus	small	domus
mm.domus.NW013	unknown	unknown	unknown_sz	unknown
mm.domus.NW014	medium	domus	medium	domus
mm.domus.NW015	medium	domus	medium	domus
mm.domus.NW016	very_small	domus	small	domus
mm.domus.NW017	medium	domus	medium	domus
mm.domus.NW018	small	domus	small	domus
mm.domus.NW019	medium	domus	medium	domus
mm.domus.NW020	large	domus	large	domus
mm.domus.NW021	very_large	visitbritain	large	visitbritain
mm.domus.NW022	very_small	domus	small	domus
mm.domus.NW023	small	domus	small	domus
mm.domus.NW024	small	domus	small	domus
mm.domus.NW025	medium	domus	medium	domus
mm.domus.NW026	small	domus	small	domus
mm.domus.NW027	very_large	domus	large	domus
mm.domus.NW028	small	domus	small	domus
mm.domus.NW029	large	domus	large	domus
mm.domus.NW031	very_small	visitbritain	small	visitbritain
mm.domus.NW032	very_small	domus	small	domus
mm.domus.NW033	very_small	visitbritain	small	visitbritain
mm.domus.NW034	small	domus	small	domus
mm.domus.NW035	medium	domus	medium	domus
mm.domus.NW036	small	domus	small	domus
mm.domus.NW038	small	domus	small	domus
mm.domus.NW039	medium	domus	medium	domus
mm.domus.NW040	small	domus	small	domus
mm.domus.NW041	medium	domus	medium	domus
mm.domus.NW042	medium	domus	medium	domus
mm.domus.NW043	small	domus	small	domus
mm.domus.NW044	small	domus	small	domus
mm.domus.NW045	very_small	domus	small	domus
mm.domus.NW046	large	domus	large	domus
mm.domus.NW048	very_small	domus	small	domus
mm.domus.NW049	large	domus	large	domus
mm.domus.NW050	medium	domus	medium	domus
mm.domus.NW052	medium	domus	medium	domus
mm.domus.NW053	large	domus	large	domus
mm.domus.NW054	small	domus	small	domus
mm.domus.NW055	tiny	domus	small	domus
mm.domus.NW056	small	domus	small	domus
mm.domus.NW057	small	visitbritain	small	visitbritain
mm.domus.NW058	medium	domus	medium	domus
mm.domus.NW059	small	domus	small	domus
mm.domus.NW060	large	domus	large	domus
mm.domus.NW061	small	domus	small	domus
mm.domus.NW062	small	domus	small	domus
mm.domus.NW064	small	domus	small	domus
mm.domus.NW065	very_small	domus	small	domus
mm.domus.NW067	small	domus	small	domus
mm.domus.NW068	very_small	domus	small	domus
mm.domus.NW069	very_small	domus	small	domus
mm.domus.NW070	very_large	domus	large	domus
mm.domus.NW071	small	domus	small	domus
mm.domus.NW072	small	domus	small	domus
mm.domus.NW073	small	aim_size_designation	small	aim_size_designation
mm.domus.NW074	large	domus	large	domus
mm.domus.NW075	medium	domus	medium	domus
mm.domus.NW076	small	domus	small	domus
mm.domus.NW078	very_large	domus	large	domus
mm.domus.NW079	small	domus	small	domus
mm.domus.NW080	small	domus	small	domus
mm.domus.NW081	small	domus	small	domus
mm.domus.NW082	small	domus	small	domus
mm.domus.NW083	small	domus	small	domus
mm.domus.NW084	small	domus	small	domus
mm.domus.NW085	very_large	domus	large	domus
mm.domus.NW086	large	domus	large	domus
mm.domus.NW087	medium	domus	medium	domus
mm.domus.NW088	small	domus	small	domus
mm.domus.NW089	large	aim_size_designation	large	aim_size_designation
mm.domus.NW090	large	ace_size_designation	large	ace_size_designation
mm.domus.NW091	unknown	unknown	unknown_sz	unknown
mm.domus.NW093	small	domus	small	domus
mm.domus.NW094	very_small	domus	small	domus
mm.domus.NW095	medium	domus	medium	domus
mm.domus.NW096	small	domus	small	domus
mm.domus.NW098	large	domus	large	domus
